MedicineID,Medicine Name,Category,Manufacturer,Batch No,Unit Price (?),Stock Quantity,Reorder Level,Manufacture Date,Expiry Date,Supplier,Stock Value (?)
MED0389,Pantoprazole 40mg,Cardiovascular,SunPharma Ltd,B51704,103.3,1810,150,2025-03-15,2027-11-30,SunPharma Ltd,186973
MED0390,Telmisartan 40mg,Antidiabetic,Cipla TN,B15274,13.79,226,150,2025-03-15,2027-11-30,Cipla TN,3116.54
MED0391,Atorvastatin 10mg,Analgesic,Reddy Laboratories,B94559,53.65,1283,150,2025-03-15,2027-11-30,Reddy Laboratories,68832.95
MED0392,Diclofenac 50mg,Analgesic,Reddy Laboratories,B80904,49.37,299,150,2025-03-15,2027-11-30,Reddy Laboratories,14761.63
MED0393,Vitamin D3 Capsule,Antibiotic,Reddy Laboratories,B64822,38.2,1799,150,2025-03-15,2027-11-30,Reddy Laboratories,68721.8
MED0394,Cefixime 200mg,Cardiovascular,SunPharma Ltd,B37546,6.07,472,150,2025-03-15,2027-11-30,SunPharma Ltd,2865.04
MED0395,Telmisartan 40mg,Analgesic,Reddy Laboratories,B52346,77.56,35,150,2025-03-15,2027-11-30,Reddy Laboratories,2714.6
MED0396,Cetirizine Syrup,Antihistamine,Reddy Laboratories,B61315,175.67,1482,150,2025-03-15,2027-11-30,Reddy Laboratories,260342.94
MED0397,Diclofenac 50mg,Antidiabetic,Abbott India,B70526,154.38,1055,150,2025-03-15,2027-11-30,Abbott India,162870.9
MED0398,Vitamin D3 Capsule,Anti-inflammatory,Abbott India,B94606,120.62,1676,150,2025-03-15,2027-11-30,Abbott India,202159.12
MED0399,Telmisartan 40mg,Vitamin,SunPharma Ltd,B18583,242.06,316,150,2025-03-15,2027-11-30,SunPharma Ltd,76490.96
MED0400,Ranitidine 150mg,Vitamin,Micro Labs,B65511,167.61,1729,150,2025-03-15,2027-11-30,Micro Labs,289797.69
MED0401,Cetirizine Syrup,Antidiabetic,Abbott India,B92415,55.97,644,150,2025-03-15,2027-11-30,Abbott India,36044.68
MED0402,Metformin 500mg,Antibiotic,SunPharma Ltd,B31459,85.81,1023,150,2025-03-15,2027-11-30,SunPharma Ltd,87783.63
MED0403,Diclofenac 50mg,Antihistamine,Cipla TN,B93026,71.84,1694,150,2025-03-15,2027-11-30,Cipla TN,121696.96
MED0404,Azithromycin 500mg,Antihistamine,Zydus Healthcare,B25316,194.05,473,150,2025-03-15,2027-11-30,Zydus Healthcare,91785.65
MED0405,Cefixime 200mg,Antihistamine,Micro Labs,B23987,158.34,1340,150,2025-03-15,2027-11-30,Micro Labs,212175.6
MED0406,Amoxicillin 500mg,Analgesic,Reddy Laboratories,B48459,13.8,403,150,2025-03-15,2027-11-30,Reddy Laboratories,5561.4
MED0407,Azithromycin 500mg,Antacid,Abbott India,B79741,167.25,1108,150,2025-03-15,2027-11-30,Abbott India,185313
MED0408,Vitamin D3 Capsule,Antibiotic,Micro Labs,B66395,239.36,209,150,2025-03-15,2027-11-30,Micro Labs,50026.24
MED0409,Ranitidine 150mg,Anti-inflammatory,Reddy Laboratories,B76421,86.63,615,150,2025-03-15,2027-11-30,Reddy Laboratories,53277.45
MED0410,Telmisartan 40mg,Antacid,Micro Labs,B97030,41.19,29,150,2025-03-15,2027-11-30,Micro Labs,1194.51
MED0411,Vitamin D3 Capsule,Anti-inflammatory,Zydus Healthcare,B51703,19.42,470,150,2025-03-15,2027-11-30,Zydus Healthcare,9127.4
MED0412,Vitamin D3 Capsule,Antidiabetic,Cipla TN,B33492,25.16,452,150,2025-03-15,2027-11-30,Cipla TN,11372.32
MED0413,Ranitidine 150mg,Antihistamine,Cipla TN,B74551,230.57,927,150,2025-03-15,2027-11-30,Cipla TN,213738.39
MED0414,Metformin 500mg,Anti-inflammatory,Micro Labs,B93668,168.54,1134,150,2025-03-15,2027-11-30,Micro Labs,191124.36
MED0415,Pantoprazole 40mg,Analgesic,SunPharma Ltd,B64524,176.11,1287,150,2025-03-15,2027-11-30,SunPharma Ltd,226653.57
MED0416,Pantoprazole 40mg,Antihistamine,Micro Labs,B41560,20.61,1653,150,2025-03-15,2027-11-30,Micro Labs,34068.33
MED0417,Pantoprazole 40mg,Analgesic,Reddy Laboratories,B62900,236.83,704,150,2025-03-15,2027-11-30,Reddy Laboratories,166728.32
MED0418,Paracetamol 650mg,Analgesic,Cipla TN,B35460,119.61,338,150,2025-03-15,2027-11-30,Cipla TN,40428.18
MED0419,Diclofenac 50mg,Cardiovascular,Zydus Healthcare,B11374,115.4,470,150,2025-03-15,2027-11-30,Zydus Healthcare,54238
MED0420,Paracetamol 650mg,Antacid,Reddy Laboratories,B99100,100.37,1208,150,2025-03-15,2027-11-30,Reddy Laboratories,121246.96
MED0421,Metformin 500mg,Anti-inflammatory,Zydus Healthcare,B67987,139.02,387,150,2025-03-15,2027-11-30,Zydus Healthcare,53800.74
MED0422,Paracetamol 650mg,Antidiabetic,Abbott India,B30836,79.33,198,150,2025-03-15,2027-11-30,Abbott India,15707.34
MED0423,Diclofenac 50mg,Antidiabetic,Reddy Laboratories,B87735,147.15,386,150,2025-03-15,2027-11-30,Reddy Laboratories,56799.9
MED0424,Pantoprazole 40mg,Vitamin,Abbott India,B88651,203.59,1944,150,2025-03-15,2027-11-30,Abbott India,395778.96
MED0425,Amoxicillin 500mg,Antacid,SunPharma Ltd,B33826,52.33,516,150,2025-03-15,2027-11-30,SunPharma Ltd,27002.28
MED0426,Cefixime 200mg,Vitamin,Cipla TN,B51682,222.91,1873,150,2025-03-15,2027-11-30,Cipla TN,417510.43
MED0427,Amoxicillin 500mg,Antibiotic,Zydus Healthcare,B91690,108.86,473,150,2025-03-15,2027-11-30,Zydus Healthcare,51490.78
MED0428,Cefixime 200mg,Cardiovascular,SunPharma Ltd,B18629,161.8,1791,150,2025-03-15,2027-11-30,SunPharma Ltd,289783.8
MED0429,Amoxicillin 500mg,Vitamin,Micro Labs,B63270,49.5,300,150,2025-03-15,2027-11-30,Micro Labs,14850
MED0430,Azithromycin 500mg,Antibiotic,Abbott India,B63651,203.6,637,150,2025-03-15,2027-11-30,Abbott India,129693.2
MED0431,Vitamin D3 Capsule,Analgesic,Reddy Laboratories,B84861,128.63,347,150,2025-03-15,2027-11-30,Reddy Laboratories,44634.61
MED0432,Azithromycin 500mg,Analgesic,Cipla TN,B94351,221.31,1659,150,2025-03-15,2027-11-30,Cipla TN,367153.29
MED0433,Atorvastatin 10mg,Antihistamine,Cipla TN,B91069,80.78,1879,150,2025-03-15,2027-11-30,Cipla TN,151785.62
MED0434,Metformin 500mg,Antidiabetic,Abbott India,B89048,157.21,316,150,2025-03-15,2027-11-30,Abbott India,49678.36
MED0435,Vitamin D3 Capsule,Anti-inflammatory,Zydus Healthcare,B61265,38.69,1713,150,2025-03-15,2027-11-30,Zydus Healthcare,66275.97
MED0436,Vitamin D3 Capsule,Antidiabetic,Abbott India,B45862,79.79,505,150,2025-03-15,2027-11-30,Abbott India,40293.95
MED0437,Metformin 500mg,Anti-inflammatory,SunPharma Ltd,B64576,8.21,1965,150,2025-03-15,2027-11-30,SunPharma Ltd,16132.65
MED0438,Telmisartan 40mg,Cardiovascular,Micro Labs,B95916,186.65,186,150,2025-03-15,2027-11-30,Micro Labs,34716.9
MED0439,Metformin 500mg,Cardiovascular,Cipla TN,B23891,112.72,423,150,2025-03-15,2027-11-30,Cipla TN,47680.56
MED0440,Pantoprazole 40mg,Antidiabetic,Zydus Healthcare,B95799,21.28,386,150,2025-03-15,2027-11-30,Zydus Healthcare,8214.08
MED0441,Pantoprazole 40mg,Cardiovascular,Micro Labs,B11237,110.27,765,150,2025-03-15,2027-11-30,Micro Labs,84356.55
MED0442,Pantoprazole 40mg,Analgesic,Micro Labs,B35274,85.83,293,150,2025-03-15,2027-11-30,Micro Labs,25148.19
MED0443,Telmisartan 40mg,Cardiovascular,Reddy Laboratories,B88847,103.41,1442,150,2025-03-15,2027-11-30,Reddy Laboratories,149117.22
MED0444,Cefixime 200mg,Anti-inflammatory,Abbott India,B81296,48.47,1439,150,2025-03-15,2027-11-30,Abbott India,69748.33
MED0445,Telmisartan 40mg,Antacid,Abbott India,B90350,118.76,717,150,2025-03-15,2027-11-30,Abbott India,85150.92
MED0446,Paracetamol 650mg,Analgesic,Reddy Laboratories,B29309,159.93,394,150,2025-03-15,2027-11-30,Reddy Laboratories,63012.42
MED0447,Cetirizine Syrup,Antacid,Micro Labs,B24482,36.75,815,150,2025-03-15,2027-11-30,Micro Labs,29951.25
MED0448,Pantoprazole 40mg,Antihistamine,Cipla TN,B64757,205.75,876,150,2025-03-15,2027-11-30,Cipla TN,180237
MED0449,Diclofenac 50mg,Antihistamine,Abbott India,B39288,93.96,1270,150,2025-03-15,2027-11-30,Abbott India,119329.2
MED0450,Pantoprazole 40mg,Analgesic,Abbott India,B77147,74.25,1093,150,2025-03-15,2027-11-30,Abbott India,81155.25
MED0451,Pantoprazole 40mg,Antibiotic,Cipla TN,B55213,60.75,1926,150,2025-03-15,2027-11-30,Cipla TN,117004.5
MED0452,Diclofenac 50mg,Cardiovascular,Micro Labs,B53334,29.33,889,150,2025-03-15,2027-11-30,Micro Labs,26074.37
MED0453,Cefixime 200mg,Analgesic,Reddy Laboratories,B45867,99.01,1407,150,2025-03-15,2027-11-30,Reddy Laboratories,139307.07
MED0454,Metformin 500mg,Antidiabetic,Reddy Laboratories,B89386,171.64,432,150,2025-03-15,2027-11-30,Reddy Laboratories,74148.48
MED0455,Azithromycin 500mg,Analgesic,Zydus Healthcare,B86964,59.97,1091,150,2025-03-15,2027-11-30,Zydus Healthcare,65427.27
MED0456,Atorvastatin 10mg,Antacid,Micro Labs,B49579,83.19,1303,150,2025-03-15,2027-11-30,Micro Labs,108396.57
MED0457,Cetirizine Syrup,Anti-inflammatory,Abbott India,B75375,8.52,415,150,2025-03-15,2027-11-30,Abbott India,3535.8
MED0458,Amoxicillin 500mg,Antacid,Reddy Laboratories,B26328,50.96,416,150,2025-03-15,2027-11-30,Reddy Laboratories,21199.36
MED0459,Atorvastatin 10mg,Antibiotic,SunPharma Ltd,B45377,166.63,198,150,2025-03-15,2027-11-30,SunPharma Ltd,32992.74
MED0460,Vitamin D3 Capsule,Vitamin,Zydus Healthcare,B65082,54.32,78,150,2025-03-15,2027-11-30,Zydus Healthcare,4236.96
MED0461,Diclofenac 50mg,Antacid,Zydus Healthcare,B73654,169.48,1422,150,2025-03-15,2027-11-30,Zydus Healthcare,241000.56
MED0462,Amoxicillin 500mg,Vitamin,Cipla TN,B58917,40.46,927,150,2025-03-15,2027-11-30,Cipla TN,37506.42
MED0463,Diclofenac 50mg,Antihistamine,Abbott India,B34409,105.06,1076,150,2025-03-15,2027-11-30,Abbott India,113044.56
MED0464,Vitamin D3 Capsule,Analgesic,Abbott India,B58196,139.39,1950,150,2025-03-15,2027-11-30,Abbott India,271810.5
MED0465,Vitamin D3 Capsule,Antacid,Cipla TN,B85630,215.66,597,150,2025-03-15,2027-11-30,Cipla TN,128749.02
MED0466,Metformin 500mg,Vitamin,Abbott India,B87381,159.13,265,150,2025-03-15,2027-11-30,Abbott India,42169.45
MED0467,Cetirizine Syrup,Antihistamine,Reddy Laboratories,B18802,41.52,358,150,2025-03-15,2027-11-30,Reddy Laboratories,14864.16
MED0468,Cefixime 200mg,Cardiovascular,Cipla TN,B54233,38.58,1305,150,2025-03-15,2027-11-30,Cipla TN,50346.9
MED0469,Metformin 500mg,Cardiovascular,Reddy Laboratories,B47669,27.01,631,150,2025-03-15,2027-11-30,Reddy Laboratories,17043.31
MED0470,Cetirizine Syrup,Vitamin,Abbott India,B36261,59.53,273,150,2025-03-15,2027-11-30,Abbott India,16251.69
MED0471,Paracetamol 650mg,Antidiabetic,Abbott India,B73288,96.12,1906,150,2025-03-15,2027-11-30,Abbott India,183204.72
MED0472,Vitamin D3 Capsule,Antidiabetic,Micro Labs,B34489,19.52,1935,150,2025-03-15,2027-11-30,Micro Labs,37771.2
MED0473,Azithromycin 500mg,Antihistamine,Reddy Laboratories,B90808,160.85,1705,150,2025-03-15,2027-11-30,Reddy Laboratories,274249.25
MED0474,Pantoprazole 40mg,Antihistamine,Reddy Laboratories,B70361,107.83,940,150,2025-03-15,2027-11-30,Reddy Laboratories,101360.2
MED0475,Amoxicillin 500mg,Antibiotic,Cipla TN,B29332,122.41,778,150,2025-03-15,2027-11-30,Cipla TN,95234.98
MED0476,Amoxicillin 500mg,Vitamin,Cipla TN,B43808,84.53,1349,150,2025-03-15,2027-11-30,Cipla TN,114030.97
MED0477,Vitamin D3 Capsule,Antacid,Zydus Healthcare,B31483,200.17,775,150,2025-03-15,2027-11-30,Zydus Healthcare,155131.75
MED0478,Diclofenac 50mg,Antidiabetic,Zydus Healthcare,B65162,44.27,1401,150,2025-03-15,2027-11-30,Zydus Healthcare,62022.27
MED0479,Cetirizine Syrup,Antidiabetic,Micro Labs,B37563,59.5,816,150,2025-03-15,2027-11-30,Micro Labs,48552
MED0480,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B19515,25.88,103,150,2025-03-15,2027-11-30,Reddy Laboratories,2665.64
MED0481,Diclofenac 50mg,Analgesic,Abbott India,B97359,127.73,1028,150,2025-03-15,2027-11-30,Abbott India,131306.44
MED0482,Atorvastatin 10mg,Anti-inflammatory,SunPharma Ltd,B55594,249.93,1822,150,2025-03-15,2027-11-30,SunPharma Ltd,455372.46
MED0483,Azithromycin 500mg,Vitamin,Cipla TN,B24450,32.18,1968,150,2025-03-15,2027-11-30,Cipla TN,63330.24
MED0484,Vitamin D3 Capsule,Anti-inflammatory,SunPharma Ltd,B11946,34.27,1424,150,2025-03-15,2027-11-30,SunPharma Ltd,48800.48
MED0485,Diclofenac 50mg,Antihistamine,Zydus Healthcare,B47269,70.28,1838,150,2025-03-15,2027-11-30,Zydus Healthcare,129174.64
MED0486,Vitamin D3 Capsule,Antibiotic,Reddy Laboratories,B51132,87.69,813,150,2025-03-15,2027-11-30,Reddy Laboratories,71291.97
MED0487,Atorvastatin 10mg,Antihistamine,Micro Labs,B37419,40.43,82,150,2025-03-15,2027-11-30,Micro Labs,3315.26
MED0488,Diclofenac 50mg,Antidiabetic,SunPharma Ltd,B57143,159.41,1572,150,2025-03-15,2027-11-30,SunPharma Ltd,250592.52
MED0489,Diclofenac 50mg,Antidiabetic,SunPharma Ltd,B46516,235.72,1836,150,2025-03-15,2027-11-30,SunPharma Ltd,432781.92
MED0490,Ranitidine 150mg,Cardiovascular,SunPharma Ltd,B51798,163.7,1655,150,2025-03-15,2027-11-30,SunPharma Ltd,270923.5
MED0491,Ranitidine 150mg,Antibiotic,Zydus Healthcare,B83131,55.72,1282,150,2025-03-15,2027-11-30,Zydus Healthcare,71433.04
MED0492,Telmisartan 40mg,Antibiotic,Cipla TN,B73872,167.28,1016,150,2025-03-15,2027-11-30,Cipla TN,169956.48
MED0493,Azithromycin 500mg,Antacid,Zydus Healthcare,B75957,240.56,893,150,2025-03-15,2027-11-30,Zydus Healthcare,214820.08
MED0494,Ranitidine 150mg,Antidiabetic,Cipla TN,B72453,55.15,1911,150,2025-03-15,2027-11-30,Cipla TN,105391.65
MED0495,Cetirizine Syrup,Antidiabetic,Reddy Laboratories,B84805,45.46,1288,150,2025-03-15,2027-11-30,Reddy Laboratories,58552.48
MED0496,Metformin 500mg,Antacid,Zydus Healthcare,B56546,68.51,1266,150,2025-03-15,2027-11-30,Zydus Healthcare,86733.66
MED0497,Pantoprazole 40mg,Antacid,Cipla TN,B45169,7.34,1369,150,2025-03-15,2027-11-30,Cipla TN,10048.46
MED0498,Telmisartan 40mg,Antihistamine,SunPharma Ltd,B65450,18.57,1959,150,2025-03-15,2027-11-30,SunPharma Ltd,36378.63
MED0499,Cetirizine Syrup,Antidiabetic,Reddy Laboratories,B26531,25.18,1042,150,2025-03-15,2027-11-30,Reddy Laboratories,26237.56
MED0500,Pantoprazole 40mg,Antibiotic,Zydus Healthcare,B50794,237.74,1943,150,2025-03-15,2027-11-30,Zydus Healthcare,461928.82
MED0501,Telmisartan 40mg,Anti-inflammatory,SunPharma Ltd,B34448,8.09,1048,150,2025-03-15,2027-11-30,SunPharma Ltd,8478.32
MED0502,Atorvastatin 10mg,Antacid,Micro Labs,B51119,240.88,1828,150,2025-03-15,2027-11-30,Micro Labs,440328.64
MED0503,Ranitidine 150mg,Cardiovascular,Abbott India,B84279,221.79,1183,150,2025-03-15,2027-11-30,Abbott India,262377.57
MED0504,Cetirizine Syrup,Antidiabetic,Abbott India,B47595,183.01,1320,150,2025-03-15,2027-11-30,Abbott India,241573.2
MED0505,Amoxicillin 500mg,Antacid,Cipla TN,B90752,129.48,1538,150,2025-03-15,2027-11-30,Cipla TN,199140.24
MED0506,Azithromycin 500mg,Anti-inflammatory,SunPharma Ltd,B90000,115.92,334,150,2025-03-15,2027-11-30,SunPharma Ltd,38717.28
MED0507,Atorvastatin 10mg,Anti-inflammatory,SunPharma Ltd,B34541,170.07,195,150,2025-03-15,2027-11-30,SunPharma Ltd,33163.65
MED0508,Diclofenac 50mg,Antacid,Reddy Laboratories,B21170,128.83,1088,150,2025-03-15,2027-11-30,Reddy Laboratories,140167.04
MED0509,Metformin 500mg,Antacid,Abbott India,B25941,141.96,1176,150,2025-03-15,2027-11-30,Abbott India,166944.96
MED0510,Azithromycin 500mg,Cardiovascular,Micro Labs,B17444,50.36,554,150,2025-03-15,2027-11-30,Micro Labs,27899.44
MED0511,Vitamin D3 Capsule,Antihistamine,Abbott India,B14554,85.63,1741,150,2025-03-15,2027-11-30,Abbott India,149081.83
MED0512,Telmisartan 40mg,Antacid,Zydus Healthcare,B16771,156.18,1499,150,2025-03-15,2027-11-30,Zydus Healthcare,234113.82
MED0513,Cetirizine Syrup,Antidiabetic,Reddy Laboratories,B52836,144.25,23,150,2025-03-15,2027-11-30,Reddy Laboratories,3317.75
MED0514,Diclofenac 50mg,Analgesic,Cipla TN,B89944,190.97,787,150,2025-03-15,2027-11-30,Cipla TN,150293.39
MED0515,Cefixime 200mg,Antidiabetic,Micro Labs,B26643,226.81,802,150,2025-03-15,2027-11-30,Micro Labs,181901.62
MED0516,Diclofenac 50mg,Cardiovascular,Reddy Laboratories,B44527,158.92,71,150,2025-03-15,2027-11-30,Reddy Laboratories,11283.32
MED0517,Paracetamol 650mg,Antacid,Reddy Laboratories,B79126,247.72,846,150,2025-03-15,2027-11-30,Reddy Laboratories,209571.12
MED0518,Ranitidine 150mg,Antidiabetic,Zydus Healthcare,B21036,50.3,1984,150,2025-03-15,2027-11-30,Zydus Healthcare,99795.2
MED0519,Vitamin D3 Capsule,Anti-inflammatory,Micro Labs,B28059,221.16,307,150,2025-03-15,2027-11-30,Micro Labs,67896.12
MED0520,Amoxicillin 500mg,Antidiabetic,Zydus Healthcare,B21829,133.86,600,150,2025-03-15,2027-11-30,Zydus Healthcare,80316
MED0521,Amoxicillin 500mg,Anti-inflammatory,Micro Labs,B34315,36.84,987,150,2025-03-15,2027-11-30,Micro Labs,36361.08
MED0522,Azithromycin 500mg,Antihistamine,Abbott India,B43379,187.33,1495,150,2025-03-15,2027-11-30,Abbott India,280058.35
MED0523,Diclofenac 50mg,Vitamin,SunPharma Ltd,B80960,139.31,97,150,2025-03-15,2027-11-30,SunPharma Ltd,13513.07
MED0524,Diclofenac 50mg,Antidiabetic,Zydus Healthcare,B13372,127.54,834,150,2025-03-15,2027-11-30,Zydus Healthcare,106368.36
MED0525,Amoxicillin 500mg,Antihistamine,Zydus Healthcare,B87179,109.45,745,150,2025-03-15,2027-11-30,Zydus Healthcare,81540.25
MED0526,Atorvastatin 10mg,Anti-inflammatory,Zydus Healthcare,B70332,89.01,1268,150,2025-03-15,2027-11-30,Zydus Healthcare,112864.68
MED0527,Paracetamol 650mg,Vitamin,Micro Labs,B88755,150.65,1844,150,2025-03-15,2027-11-30,Micro Labs,277798.6
MED0528,Diclofenac 50mg,Antacid,Reddy Laboratories,B48930,61.07,1661,150,2025-03-15,2027-11-30,Reddy Laboratories,101437.27
MED0529,Paracetamol 650mg,Anti-inflammatory,Reddy Laboratories,B40158,15.86,1513,150,2025-03-15,2027-11-30,Reddy Laboratories,23996.18
MED0530,Paracetamol 650mg,Vitamin,Reddy Laboratories,B26756,179.59,970,150,2025-03-15,2027-11-30,Reddy Laboratories,174202.3
MED0531,Atorvastatin 10mg,Antacid,Reddy Laboratories,B16586,76.76,161,150,2025-03-15,2027-11-30,Reddy Laboratories,12358.36
MED0532,Amoxicillin 500mg,Anti-inflammatory,Micro Labs,B49648,127.13,1407,150,2025-03-15,2027-11-30,Micro Labs,178871.91
MED0533,Paracetamol 650mg,Antibiotic,Zydus Healthcare,B85888,234.91,1945,150,2025-03-15,2027-11-30,Zydus Healthcare,456899.95
MED0534,Atorvastatin 10mg,Cardiovascular,Abbott India,B79529,221.08,1996,150,2025-03-15,2027-11-30,Abbott India,441275.68
MED0535,Ranitidine 150mg,Antihistamine,Micro Labs,B47525,93.64,1140,150,2025-03-15,2027-11-30,Micro Labs,106749.6
MED0536,Cetirizine Syrup,Antacid,Micro Labs,B32625,239.48,1150,150,2025-03-15,2027-11-30,Micro Labs,275402
MED0537,Vitamin D3 Capsule,Antacid,Abbott India,B12703,162.74,394,150,2025-03-15,2027-11-30,Abbott India,64119.56
MED0538,Pantoprazole 40mg,Antidiabetic,Zydus Healthcare,B83768,204.57,58,150,2025-03-15,2027-11-30,Zydus Healthcare,11865.06
MED0539,Pantoprazole 40mg,Anti-inflammatory,Abbott India,B28535,222.75,62,150,2025-03-15,2027-11-30,Abbott India,13810.5
MED0540,Paracetamol 650mg,Anti-inflammatory,Abbott India,B69867,150.42,1602,150,2025-03-15,2027-11-30,Abbott India,240972.84
MED0541,Atorvastatin 10mg,Antacid,Abbott India,B65704,174.6,652,150,2025-03-15,2027-11-30,Abbott India,113839.2
MED0542,Diclofenac 50mg,Antibiotic,Abbott India,B31162,176.59,842,150,2025-03-15,2027-11-30,Abbott India,148688.78
MED0543,Pantoprazole 40mg,Antidiabetic,Zydus Healthcare,B85827,98.32,1439,150,2025-03-15,2027-11-30,Zydus Healthcare,141482.48
MED0544,Telmisartan 40mg,Antihistamine,Abbott India,B11634,62.94,1187,150,2025-03-15,2027-11-30,Abbott India,74709.78
MED0545,Azithromycin 500mg,Vitamin,Reddy Laboratories,B35931,26.95,1744,150,2025-03-15,2027-11-30,Reddy Laboratories,47000.8
MED0546,Telmisartan 40mg,Antibiotic,Reddy Laboratories,B76038,86.85,1994,150,2025-03-15,2027-11-30,Reddy Laboratories,173178.9
MED0547,Amoxicillin 500mg,Cardiovascular,Micro Labs,B32416,84.66,1624,150,2025-03-15,2027-11-30,Micro Labs,137487.84
MED0548,Vitamin D3 Capsule,Analgesic,SunPharma Ltd,B87195,144.64,1118,150,2025-03-15,2027-11-30,SunPharma Ltd,161707.52
MED0549,Amoxicillin 500mg,Vitamin,Abbott India,B85121,67.63,1873,150,2025-03-15,2027-11-30,Abbott India,126670.99
MED0550,Metformin 500mg,Antidiabetic,Zydus Healthcare,B58745,138.07,1282,150,2025-03-15,2027-11-30,Zydus Healthcare,177005.74
MED0551,Pantoprazole 40mg,Antidiabetic,Micro Labs,B41174,124.06,1631,150,2025-03-15,2027-11-30,Micro Labs,202341.86
MED0552,Cetirizine Syrup,Analgesic,SunPharma Ltd,B20247,42.42,305,150,2025-03-15,2027-11-30,SunPharma Ltd,12938.1
MED0553,Ranitidine 150mg,Vitamin,Reddy Laboratories,B82485,186.76,449,150,2025-03-15,2027-11-30,Reddy Laboratories,83855.24
MED0554,Ranitidine 150mg,Antihistamine,Abbott India,B88669,158.72,1133,150,2025-03-15,2027-11-30,Abbott India,179829.76
MED0555,Ranitidine 150mg,Anti-inflammatory,Cipla TN,B86488,21.17,638,150,2025-03-15,2027-11-30,Cipla TN,13506.46
MED0556,Ranitidine 150mg,Antibiotic,Zydus Healthcare,B88243,125.1,592,150,2025-03-15,2027-11-30,Zydus Healthcare,74059.2
MED0557,Vitamin D3 Capsule,Antihistamine,Cipla TN,B27670,204.73,1650,150,2025-03-15,2027-11-30,Cipla TN,337804.5
MED0558,Atorvastatin 10mg,Antidiabetic,Abbott India,B33810,195.34,802,150,2025-03-15,2027-11-30,Abbott India,156662.68
MED0559,Metformin 500mg,Cardiovascular,Reddy Laboratories,B11947,11.39,1184,150,2025-03-15,2027-11-30,Reddy Laboratories,13485.76
MED0560,Cetirizine Syrup,Anti-inflammatory,Reddy Laboratories,B97389,133.56,149,150,2025-03-15,2027-11-30,Reddy Laboratories,19900.44
MED0561,Amoxicillin 500mg,Analgesic,Reddy Laboratories,B26640,137.33,963,150,2025-03-15,2027-11-30,Reddy Laboratories,132248.79
MED0562,Ranitidine 150mg,Analgesic,Micro Labs,B23730,195.33,129,150,2025-03-15,2027-11-30,Micro Labs,25197.57
MED0563,Metformin 500mg,Analgesic,Cipla TN,B24155,166.88,657,150,2025-03-15,2027-11-30,Cipla TN,109640.16
MED0564,Paracetamol 650mg,Antihistamine,Micro Labs,B57602,241.67,1641,150,2025-03-15,2027-11-30,Micro Labs,396580.47
MED0565,Cefixime 200mg,Anti-inflammatory,Abbott India,B47548,48.22,1393,150,2025-03-15,2027-11-30,Abbott India,67170.46
MED0566,Cetirizine Syrup,Antihistamine,Micro Labs,B72970,247.72,375,150,2025-03-15,2027-11-30,Micro Labs,92895
MED0567,Azithromycin 500mg,Analgesic,Reddy Laboratories,B49906,172.76,1280,150,2025-03-15,2027-11-30,Reddy Laboratories,221132.8
MED0568,Atorvastatin 10mg,Cardiovascular,SunPharma Ltd,B37774,216.17,1087,150,2025-03-15,2027-11-30,SunPharma Ltd,234976.79
MED0569,Azithromycin 500mg,Anti-inflammatory,Reddy Laboratories,B24864,93.14,1665,150,2025-03-15,2027-11-30,Reddy Laboratories,155078.1
MED0570,Atorvastatin 10mg,Antacid,Abbott India,B27305,87.31,1630,150,2025-03-15,2027-11-30,Abbott India,142315.3
MED0571,Azithromycin 500mg,Antacid,SunPharma Ltd,B47820,241.93,201,150,2025-03-15,2027-11-30,SunPharma Ltd,48627.93
MED0572,Cetirizine Syrup,Analgesic,Reddy Laboratories,B88137,18.75,40,150,2025-03-15,2027-11-30,Reddy Laboratories,750
MED0573,Vitamin D3 Capsule,Antidiabetic,SunPharma Ltd,B68491,136.2,1896,150,2025-03-15,2027-11-30,SunPharma Ltd,258235.2
MED0574,Ranitidine 150mg,Antidiabetic,Abbott India,B33486,113.78,859,150,2025-03-15,2027-11-30,Abbott India,97737.02
MED0575,Azithromycin 500mg,Antidiabetic,Micro Labs,B20002,7.5,772,150,2025-03-15,2027-11-30,Micro Labs,5790
MED0576,Atorvastatin 10mg,Antidiabetic,SunPharma Ltd,B50324,58.62,1713,150,2025-03-15,2027-11-30,SunPharma Ltd,100416.06
MED0577,Diclofenac 50mg,Vitamin,Micro Labs,B62634,155.97,71,150,2025-03-15,2027-11-30,Micro Labs,11073.87
MED0578,Paracetamol 650mg,Cardiovascular,Zydus Healthcare,B82053,72.92,394,150,2025-03-15,2027-11-30,Zydus Healthcare,28730.48
MED0579,Metformin 500mg,Analgesic,Cipla TN,B81521,189.97,423,150,2025-03-15,2027-11-30,Cipla TN,80357.31
MED0580,Paracetamol 650mg,Antacid,Zydus Healthcare,B13668,142.65,338,150,2025-03-15,2027-11-30,Zydus Healthcare,48215.7
MED0581,Cetirizine Syrup,Cardiovascular,Abbott India,B85440,34.73,319,150,2025-03-15,2027-11-30,Abbott India,11078.87
MED0582,Paracetamol 650mg,Antibiotic,Reddy Laboratories,B24003,30.43,313,150,2025-03-15,2027-11-30,Reddy Laboratories,9524.59
