DeptID,Department Name,Branch / City Location,Head of Department,Total Beds,Occupied Beds,Available Beds,ICU Beds,Ventilators Count,Total Doctors,Nursing Staff,Support Staff,Floor No,Block / Wing,Monthly Operating Cost (?),Monthly Revenue (?),Emergency Service (24/7),Equipment Count,Maintenance Status,Department Rating
DEPT0318,Plastic Surgery,Chennai (Main),Dr. Siva Balaji,121,59,62,17,3,19,29,13,Floor 3,Block B,421635,553670,Yes,71,Inspection Due,4.3
DEPT0319,Pediatric Surgery,Erode,Dr. Siva Kumar,52,10,42,5,3,19,58,21,Floor 1,Block Emergency Wing,454721,576232,Yes,40,Fully Operational,4.4
DEPT0320,Radiology & Imaging,Erode,Dr. Arun Kumar,140,98,42,23,22,7,51,23,Floor 2,Block B,1187935,1714521,Yes,67,Fully Operational,4.9
DEPT0321,Dermatology,Chennai (Adyar),Dr. Suresh Kumar,142,78,64,8,5,20,55,12,Floor 1,Block Emergency Wing,1415561,1845529,Yes,73,Fully Operational,4.8
DEPT0322,Gynecology & Obstetrics,Chennai (Main),Dr. Mani Balaji,104,10,94,7,5,22,41,18,Floor 3,Block A,834633,1024447,Yes,79,Fully Operational,4.2
DEPT0323,Psychiatry,Thanjavur,Dr. Anand Rajesh,95,27,68,16,2,9,57,14,Floor 5,Block B,346032,606598,No,39,Fully Operational,4.5
DEPT0324,Orthopedics,Tirunelveli,Dr. Mani Murugesan,46,15,31,4,3,18,57,28,Floor 2,Block Specialty Tower,928474,1279545,No,65,Under Maintenance,4.3
DEPT0325,Pediatric Surgery,Salem,Dr. Vignesh Kumar,93,33,60,18,8,23,36,10,Floor 6,Block Specialty Tower,1034172,1823383,No,38,Fully Operational,4.5
DEPT0326,General Medicine,Chennai (Adyar),Dr. Anand Krishnan,53,32,21,18,15,7,33,19,Floor 2,Block C,917585,1177344,No,79,Fully Operational,5
DEPT0327,Rheumatology,Tiruchirappalli,Dr. Ashok Ganesan,100,63,37,11,2,8,24,18,Floor 1,Block A,1360538,2410511,Yes,80,Fully Operational,4.9
DEPT0328,Emergency & ICU,Madurai,Dr. Sundar Srinivasan,55,16,39,22,3,14,31,12,Floor 4,Block Specialty Tower,1208063,1737004,Yes,67,Fully Operational,4.4
DEPT0329,Emergency & ICU,Chennai (Main),Dr. Kannan Balaji,118,53,65,4,2,8,59,12,Floor 5,Block B,510809,626291,No,38,Fully Operational,4.6
DEPT0330,Cardiothoracic Surgery,Chennai (Adyar),Dr. Karthik Sundaram,80,32,48,10,4,22,57,14,Floor 1,Block A,1273069,2062351,No,19,Fully Operational,4.6
DEPT0331,Neurology,Tiruchirappalli,Dr. Anand Kumar,113,72,41,18,11,23,26,23,Floor 1,Block Specialty Tower,1447546,2386809,Yes,68,Under Maintenance,4.2
DEPT0332,Neurology,Chennai (Adyar),Dr. Ramesh Rajesh,54,34,20,4,2,14,39,12,Floor 3,Block Emergency Wing,680069,878312,Yes,26,Fully Operational,4.8
DEPT0333,Endocrinology,Erode,Dr. Prabhu Subramanian,120,26,94,24,19,20,44,15,Floor 2,Block C,1164950,1569953,Yes,26,Fully Operational,4.2
DEPT0334,Pediatrics,Chennai (Adyar),Dr. Anand Sundaram,53,38,15,7,3,24,57,19,Floor 1,Block Emergency Wing,1273902,1910138,Yes,28,Fully Operational,4.5
DEPT0335,Radiology & Imaging,Chennai (Main),Dr. Mani Swaminathan,92,12,80,5,2,14,33,24,Floor 4,Block A,1134123,1948723,Yes,58,Under Maintenance,4.4
DEPT0336,Plastic Surgery,Madurai,Dr. Ramesh Srinivasan,85,25,60,4,2,14,30,23,Floor 2,Block Emergency Wing,509755,807167,Yes,80,Fully Operational,4.5
DEPT0337,Radiology & Imaging,Tirunelveli,Dr. Karthik Murugesan,84,72,12,6,5,8,40,18,Floor 2,Block Specialty Tower,311549,423634,No,42,Fully Operational,4.3
DEPT0338,Cardiology,Thanjavur,Dr. Ashok Subramanian,79,75,4,13,10,19,27,24,Floor 6,Block D,432371,717598,Yes,21,Fully Operational,4.9
DEPT0339,Radiology & Imaging,Coimbatore,Dr. Arun Ganesan,149,143,6,16,5,22,26,27,Floor 3,Block Specialty Tower,920253,1268179,Yes,57,Fully Operational,4.2
DEPT0340,Rheumatology,Tiruchirappalli,Dr. Ashok Balaji,98,78,20,14,4,9,37,28,Floor 5,Block A,598254,746850,Yes,35,Fully Operational,4.3
DEPT0341,Urology,Salem,Dr. Vignesh Murugesan,127,44,83,17,8,18,24,19,Floor 6,Block D,794829,1210171,No,26,Fully Operational,4.3
DEPT0342,Anaesthesiology,Chennai (Main),Dr. Murugan Balaji,43,22,21,5,3,8,32,12,Floor 3,Block B,321584,532154,Yes,60,Fully Operational,4
DEPT0343,Gastroenterology,Vellore,Dr. Arun Venkatesh,50,45,5,13,6,24,22,11,Floor 5,Block B,1205675,1814155,No,30,Fully Operational,4.1
DEPT0344,Plastic Surgery,Erode,Dr. Ramesh Sundaram,40,35,5,9,7,16,36,19,Floor 2,Block Specialty Tower,645744,1024449,Yes,60,Fully Operational,5
DEPT0345,Pediatric Surgery,Salem,Dr. Ramesh Venkatesh,72,68,4,21,13,20,56,17,Floor 6,Block A,1126547,1593608,No,34,Fully Operational,4
DEPT0346,Plastic Surgery,Erode,Dr. Ramesh Venkatesh,72,30,42,5,3,19,47,12,Floor 2,Block D,323548,501381,Yes,81,Fully Operational,4.4
DEPT0347,Nephrology,Tirunelveli,Dr. Siva Kumar,50,11,39,7,2,19,27,15,Floor 1,Block D,458761,730136,Yes,28,Fully Operational,4.3
DEPT0348,Pulmonology,Chennai (Main),Dr. Murugan Venkatesh,73,62,11,11,3,20,19,29,Floor 5,Block C,359164,468430,Yes,67,Fully Operational,4.1
DEPT0349,Urology,Chennai (Adyar),Dr. Kannan Chandran,125,85,40,5,4,9,21,19,Floor 7,Block Specialty Tower,1304731,2232951,Yes,22,Fully Operational,4.9
DEPT0350,Emergency & ICU,Vellore,Dr. Sundar Raman,54,51,3,10,9,7,29,23,Floor 4,Block Emergency Wing,458272,594069,Yes,70,Fully Operational,4.3
DEPT0351,Pulmonology,Chennai (Main),Dr. Ramesh Venkatesh,116,32,84,19,5,12,30,28,Floor 2,Block A,406379,576039,Yes,18,Fully Operational,4.9
DEPT0352,Vascular Surgery,Erode,Dr. Senthil Chandran,137,119,18,5,2,11,56,20,Floor 2,Block Specialty Tower,765994,1383941,Yes,42,Fully Operational,4.6
DEPT0353,Pediatrics,Coimbatore,Dr. Ganesh Pandian,54,47,7,18,6,23,24,19,Floor 6,Block D,577342,923714,Yes,34,Fully Operational,4.2
DEPT0354,Pediatrics,Coimbatore,Dr. Prabhu Rajesh,92,27,65,14,4,6,55,21,Floor 4,Block Emergency Wing,487646,712549,Yes,51,Inspection Due,4.2
DEPT0355,Cardiology,Thanjavur,Dr. Karthik Balaji,135,99,36,20,17,7,56,29,Floor 7,Block B,951824,1320428,No,13,Fully Operational,4.4
DEPT0356,Dermatology,Tirunelveli,Dr. Arun Kumar,127,113,14,18,16,19,54,23,Floor 3,Block C,1426103,2106089,Yes,66,Fully Operational,4.9
DEPT0357,Neurology,Madurai,Dr. Senthil Krishnan,125,123,2,21,18,16,35,11,Floor 7,Block D,340633,588792,Yes,32,Inspection Due,4.5
DEPT0358,Pathology & Lab,Chennai (Main),Dr. Mani Chandran,116,28,88,16,3,18,50,11,Floor 4,Block D,799730,1183711,Yes,53,Fully Operational,4.4
DEPT0359,Cardiology,Tiruchirappalli,Dr. Ganesh Swaminathan,81,50,31,16,8,9,24,17,Floor 6,Block C,510047,604468,Yes,39,Fully Operational,4
DEPT0360,Pediatrics,Thanjavur,Dr. Siva Rajesh,79,47,32,14,4,8,47,20,Floor 6,Block A,611741,888852,Yes,19,Fully Operational,4.9
DEPT0361,Dermatology,Thanjavur,Dr. Ashok Venkatesh,149,125,24,23,7,9,35,25,Floor 7,Block Specialty Tower,1157692,1998815,Yes,12,Under Maintenance,4.4
DEPT0362,ENT,Coimbatore,Dr. Kannan Krishnan,148,64,84,23,21,16,59,9,Floor 5,Block Specialty Tower,528300,735940,No,75,Inspection Due,4.7
DEPT0363,Vascular Surgery,Thanjavur,Dr. Ganesh Pandian,59,18,41,20,16,6,50,26,Floor 1,Block Emergency Wing,1488597,2272721,Yes,45,Fully Operational,4.1
DEPT0364,Endocrinology,Tiruchirappalli,Dr. Murugan Subramanian,127,38,89,12,5,23,38,21,Floor 5,Block B,1276809,2353413,Yes,26,Under Maintenance,4.8
DEPT0365,Cardiothoracic Surgery,Chennai (Main),Dr. Karthik Chelliah,71,69,2,12,9,7,36,26,Floor 5,Block D,336160,430706,No,19,Fully Operational,4
DEPT0366,Dermatology,Salem,Dr. Mani Swaminathan,85,41,44,21,8,21,43,25,Floor 4,Block Specialty Tower,498110,823181,Yes,27,Fully Operational,4.3
DEPT0367,Oncology,Vellore,Dr. Sundar Venkatesh,90,44,46,21,6,18,42,11,Floor 7,Block D,1312671,1917034,Yes,31,Fully Operational,4.1
DEPT0368,Gynecology & Obstetrics,Tirunelveli,Dr. Vijay Chelliah,127,98,29,4,2,16,56,12,Floor 4,Block B,1092955,2002766,Yes,83,Fully Operational,4.6
DEPT0369,Ophthalmology,Madurai,Dr. Ramesh Srinivasan,80,43,37,9,3,10,59,26,Floor 6,Block B,1065710,1248210,No,41,Fully Operational,4.1
DEPT0370,Nephrology,Coimbatore,Dr. Senthil Rajesh,115,102,13,19,18,11,27,9,Floor 4,Block B,1061062,1751553,Yes,78,Fully Operational,4
DEPT0371,Emergency & ICU,Coimbatore,Dr. Suresh Subramanian,63,44,19,6,5,9,54,23,Floor 6,Block C,1128894,1509844,Yes,77,Fully Operational,4
DEPT0372,Gynecology & Obstetrics,Chennai (Main),Dr. Vijay Venkatesh,138,90,48,12,3,17,16,27,Floor 4,Block C,394202,664771,Yes,64,Under Maintenance,4.8
DEPT0373,Gastroenterology,Erode,Dr. Saravanan Subramanian,142,48,94,16,10,17,26,20,Floor 2,Block A,549717,850845,Yes,12,Fully Operational,4.5
DEPT0374,Dermatology,Tiruchirappalli,Dr. Ganesh Murugesan,73,12,61,11,8,17,16,13,Floor 1,Block D,540056,640994,Yes,21,Fully Operational,4.9
DEPT0375,Urology,Salem,Dr. Sundar Krishnan,77,11,66,23,16,21,43,15,Floor 5,Block A,870993,1323992,Yes,47,Fully Operational,4.9
DEPT0376,Anaesthesiology,Thanjavur,Dr. Dinesh Murugesan,87,53,34,21,2,20,52,10,Floor 2,Block D,1461729,2221437,Yes,68,Inspection Due,4.4
DEPT0377,Dermatology,Madurai,Dr. Kannan Pandian,65,16,49,13,6,10,19,9,Floor 5,Block B,1003023,1232466,Yes,63,Fully Operational,4.3
DEPT0378,Neurology,Coimbatore,Dr. Siva Pandian,136,111,25,14,12,5,35,14,Floor 7,Block Specialty Tower,368653,429536,Yes,74,Fully Operational,4.5
DEPT0379,Dermatology,Chennai (Main),Dr. Prakash Krishnan,123,76,47,22,3,22,58,17,Floor 5,Block A,888033,1309436,No,40,Fully Operational,4.3
DEPT0380,Vascular Surgery,Tiruchirappalli,Dr. Anand Chelliah,109,58,51,6,3,9,40,28,Floor 5,Block B,629963,749634,Yes,24,Fully Operational,4
DEPT0381,Pediatrics,Coimbatore,Dr. Siva Chelliah,134,22,112,19,12,6,41,13,Floor 2,Block B,328477,474619,No,20,Fully Operational,4.4
DEPT0382,Dermatology,Salem,Dr. Vignesh Natarajan,102,94,8,23,9,18,45,25,Floor 1,Block Emergency Wing,685007,1067085,Yes,19,Fully Operational,4.2
DEPT0383,Plastic Surgery,Salem,Dr. Saravanan Krishnan,110,32,78,12,9,20,52,23,Floor 6,Block Specialty Tower,1467732,2023587,Yes,38,Fully Operational,4.6
DEPT0384,ENT,Tirunelveli,Dr. Saravanan Murugesan,46,45,1,12,11,18,16,16,Floor 5,Block C,1430070,2273586,Yes,63,Fully Operational,4.6
DEPT0385,Gynecology & Obstetrics,Tiruchirappalli,Dr. Arun Murugesan,121,96,25,5,3,9,34,14,Floor 4,Block A,836512,1145949,No,12,Fully Operational,4.2
DEPT0386,Vascular Surgery,Thanjavur,Dr. Kannan Kumar,63,19,44,6,5,8,30,15,Floor 3,Block A,544942,686481,Yes,20,Under Maintenance,4.5
DEPT0387,Neurology,Tiruchirappalli,Dr. Senthil Rajesh,49,20,29,21,3,11,55,17,Floor 2,Block C,1377506,1833836,No,42,Fully Operational,4.7
DEPT0388,Oncology,Tirunelveli,Dr. Vijay Subramanian,75,41,34,16,2,7,44,29,Floor 4,Block A,1022648,1544555,Yes,78,Fully Operational,4.1
DEPT0389,Urology,Madurai,Dr. Saravanan Chandran,139,77,62,7,5,22,30,16,Floor 2,Block Specialty Tower,477763,777735,Yes,48,Fully Operational,4.2
DEPT0390,Ophthalmology,Coimbatore,Dr. Prabhu Chelliah,117,58,59,8,3,24,28,8,Floor 3,Block B,966470,1200611,No,11,Fully Operational,4.8
DEPT0391,Pediatrics,Chennai (Adyar),Dr. Ashok Subramanian,51,38,13,10,7,16,49,12,Floor 1,Block B,907337,1328787,No,78,Under Maintenance,4.7
DEPT0392,General Medicine,Madurai,Dr. Vijay Raman,48,38,10,21,15,19,20,17,Floor 5,Block Emergency Wing,1330403,2113647,Yes,53,Under Maintenance,4.9
DEPT0393,Orthopedics,Coimbatore,Dr. Mani Srinivasan,145,73,72,9,6,14,32,27,Floor 2,Block A,323525,389445,Yes,61,Inspection Due,4.5
DEPT0394,Gastroenterology,Tiruchirappalli,Dr. Saravanan Chelliah,84,18,66,13,2,7,44,25,Floor 4,Block Emergency Wing,462434,597755,Yes,18,Fully Operational,5
DEPT0395,Radiology & Imaging,Madurai,Dr. Aravind Rajesh,142,53,89,6,4,13,16,29,Floor 1,Block D,1420831,2357491,No,78,Fully Operational,4.7
DEPT0396,Pediatric Surgery,Vellore,Dr. Arun Chandran,69,16,53,9,7,7,27,10,Floor 2,Block A,896093,1569285,Yes,69,Fully Operational,4.9
DEPT0397,Ophthalmology,Madurai,Dr. Arun Pandian,142,107,35,21,5,12,58,29,Floor 5,Block C,647761,901479,Yes,39,Fully Operational,4.2
DEPT0398,Oncology,Coimbatore,Dr. Siva Venkatesh,64,28,36,8,4,19,22,26,Floor 7,Block C,1055737,1535785,Yes,59,Fully Operational,4.4
DEPT0399,Oncology,Chennai (Main),Dr. Aravind Chandran,122,106,16,18,17,11,40,19,Floor 5,Block B,732859,878342,Yes,14,Fully Operational,4.9
DEPT0400,General Medicine,Tirunelveli,Dr. Karthik Pandian,57,39,18,19,14,11,47,23,Floor 1,Block A,1382736,2431225,No,27,Fully Operational,4.5
DEPT0401,Nephrology,Chennai (Main),Dr. Suresh Srinivasan,61,15,46,10,5,7,28,29,Floor 3,Block B,1365560,2165870,Yes,64,Fully Operational,4.2
DEPT0402,Cardiology,Vellore,Dr. Kannan Raman,90,67,23,5,4,10,17,17,Floor 3,Block Specialty Tower,1364367,2171774,Yes,82,Fully Operational,4.6
DEPT0403,Urology,Vellore,Dr. Vijay Chandran,40,36,4,21,13,17,55,9,Floor 5,Block Emergency Wing,987823,1819184,Yes,20,Fully Operational,4.2
DEPT0404,Orthopedics,Salem,Dr. Dinesh Ganesan,134,51,83,12,11,21,46,26,Floor 2,Block B,621701,1088410,Yes,38,Fully Operational,4.8
DEPT0405,Endocrinology,Chennai (Main),Dr. Senthil Krishnan,129,27,102,12,7,5,35,17,Floor 3,Block Specialty Tower,1212374,2049257,Yes,54,Fully Operational,4.7
DEPT0406,Plastic Surgery,Coimbatore,Dr. Murugan Balaji,115,75,40,17,7,9,23,28,Floor 3,Block Emergency Wing,538178,832674,Yes,40,Fully Operational,4.6
DEPT0407,Pediatrics,Coimbatore,Dr. Prakash Balaji,41,17,24,12,4,6,53,12,Floor 5,Block B,719204,1307024,No,29,Fully Operational,4.1
DEPT0408,Psychiatry,Vellore,Dr. Arun Sundaram,71,35,36,9,2,7,47,8,Floor 3,Block Emergency Wing,921458,1455149,Yes,44,Fully Operational,4.1
DEPT0409,Vascular Surgery,Tirunelveli,Dr. Kannan Sundaram,86,63,23,6,5,24,45,12,Floor 6,Block A,928935,1406981,Yes,25,Fully Operational,4.4
DEPT0410,Emergency & ICU,Thanjavur,Dr. Ramesh Sundaram,85,56,29,15,10,12,37,25,Floor 5,Block D,773594,1378550,Yes,72,Fully Operational,4.3
DEPT0411,Nephrology,Erode,Dr. Mani Kumar,57,16,41,7,3,9,30,10,Floor 2,Block B,911868,1533039,Yes,58,Fully Operational,4.2
DEPT0412,Cardiothoracic Surgery,Vellore,Dr. Prakash Kumar,97,23,74,23,20,11,27,25,Floor 7,Block Specialty Tower,752333,894375,Yes,82,Fully Operational,4.5
DEPT0413,Ophthalmology,Coimbatore,Dr. Suresh Natarajan,140,43,97,23,5,14,24,28,Floor 3,Block C,764271,969249,Yes,16,Fully Operational,4.5
DEPT0414,ENT,Coimbatore,Dr. Anand Chandran,89,52,37,7,2,13,20,27,Floor 1,Block B,960284,1264014,Yes,64,Fully Operational,4.2
DEPT0415,Cardiology,Thanjavur,Dr. Sundar Murugesan,93,80,13,17,16,14,46,24,Floor 6,Block D,434585,559391,No,34,Fully Operational,4
DEPT0416,Radiology & Imaging,Chennai (Adyar),Dr. Saravanan Murugesan,48,44,4,11,5,14,36,26,Floor 6,Block Emergency Wing,1204027,1387933,No,40,Under Maintenance,4.6
DEPT0417,Cardiothoracic Surgery,Coimbatore,Dr. Murugan Chelliah,70,52,18,8,6,19,43,25,Floor 3,Block B,303435,352779,Yes,13,Fully Operational,4.1
DEPT0418,Anaesthesiology,Erode,Dr. Arun Pandian,47,38,9,14,6,22,28,29,Floor 2,Block C,640362,996300,Yes,62,Fully Operational,4.5
DEPT0419,Urology,Tirunelveli,Dr. Ganesh Pandian,54,28,26,19,13,22,37,20,Floor 5,Block D,949179,1416427,Yes,44,Fully Operational,4.1
DEPT0420,General Medicine,Erode,Dr. Aravind Kumar,120,52,68,5,3,18,17,19,Floor 4,Block D,793377,1089443,Yes,16,Fully Operational,4.4
DEPT0421,Ophthalmology,Salem,Dr. Aravind Venkatesh,45,36,9,21,6,10,48,15,Floor 7,Block C,303285,381864,Yes,53,Fully Operational,5
DEPT0422,ENT,Tirunelveli,Dr. Arun Pandian,125,115,10,6,5,14,42,25,Floor 6,Block B,922215,1381073,Yes,81,Fully Operational,4.9
DEPT0423,General Medicine,Chennai (Main),Dr. Arun Srinivasan,111,72,39,18,11,9,48,14,Floor 7,Block D,397469,562616,Yes,62,Fully Operational,5
DEPT0424,Psychiatry,Vellore,Dr. Ramesh Krishnan,67,14,53,6,5,19,56,27,Floor 3,Block D,505671,888350,No,70,Fully Operational,4.2
DEPT0425,Anaesthesiology,Thanjavur,Dr. Prabhu Swaminathan,121,50,71,19,14,14,39,27,Floor 6,Block D,1150712,1696916,Yes,36,Fully Operational,4.4
DEPT0426,Anaesthesiology,Coimbatore,Dr. Dinesh Srinivasan,72,57,15,13,4,7,51,16,Floor 2,Block C,1141135,1712402,No,49,Under Maintenance,4.9
DEPT0427,Cardiology,Vellore,Dr. Dinesh Raman,132,106,26,13,3,16,22,12,Floor 6,Block D,809163,1237082,No,36,Fully Operational,4.4
DEPT0428,ENT,Tiruchirappalli,Dr. Anand Srinivasan,47,43,4,12,9,7,21,22,Floor 5,Block Specialty Tower,711377,1256914,Yes,64,Fully Operational,4.4
DEPT0429,Vascular Surgery,Erode,Dr. Ramesh Pandian,74,58,16,17,7,12,51,15,Floor 2,Block D,507580,682322,No,30,Fully Operational,4.1
DEPT0430,Gynecology & Obstetrics,Erode,Dr. Aravind Sundaram,52,10,42,23,16,18,22,17,Floor 1,Block A,335010,545335,No,58,Fully Operational,4.7
DEPT0431,Vascular Surgery,Madurai,Dr. Ramesh Chandran,129,87,42,10,9,12,15,29,Floor 4,Block Emergency Wing,931581,1504850,Yes,61,Fully Operational,4.8
DEPT0432,Neurology,Madurai,Dr. Ashok Balaji,61,38,23,14,9,5,43,14,Floor 4,Block C,327197,598081,Yes,64,Fully Operational,4.8
DEPT0433,Gastroenterology,Chennai (Main),Dr. Arun Rajesh,70,38,32,21,16,12,29,8,Floor 4,Block B,1232196,1708880,No,23,Fully Operational,4
DEPT0434,Rheumatology,Tiruchirappalli,Dr. Ashok Murugesan,146,63,83,8,6,15,39,26,Floor 3,Block Specialty Tower,534975,823902,Yes,46,Under Maintenance,4.4
DEPT0435,ENT,Chennai (Main),Dr. Siva Pandian,72,55,17,20,11,16,41,23,Floor 7,Block D,371017,541039,Yes,29,Inspection Due,4.7
DEPT0436,Pediatric Surgery,Erode,Dr. Vignesh Krishnan,77,62,15,12,5,16,26,24,Floor 7,Block A,1072783,1523230,No,27,Fully Operational,4.3
DEPT0437,Gastroenterology,Madurai,Dr. Senthil Raman,141,71,70,8,3,20,22,27,Floor 6,Block C,1119593,1978482,Yes,79,Fully Operational,4.6
DEPT0438,Oncology,Thanjavur,Dr. Ashok Krishnan,85,31,54,11,5,23,28,14,Floor 5,Block B,577834,916250,Yes,63,Fully Operational,4
DEPT0439,Ophthalmology,Salem,Dr. Sundar Venkatesh,46,34,12,6,4,10,34,9,Floor 1,Block D,1107039,1804765,No,19,Fully Operational,4.7
DEPT0440,Emergency & ICU,Chennai (Main),Dr. Vijay Chelliah,126,41,85,13,12,10,20,16,Floor 6,Block B,480580,761914,Yes,49,Fully Operational,4.5
DEPT0441,Anaesthesiology,Coimbatore,Dr. Dinesh Krishnan,55,17,38,19,17,15,53,24,Floor 1,Block D,721001,1185462,Yes,58,Inspection Due,4.1
DEPT0442,Pediatric Surgery,Tirunelveli,Dr. Ramesh Chelliah,145,102,43,10,2,11,38,18,Floor 1,Block D,1143810,1962020,No,66,Fully Operational,4.3
DEPT0443,Pediatrics,Tirunelveli,Dr. Ashok Kumar,51,43,8,10,4,17,45,9,Floor 7,Block A,637766,1013486,Yes,25,Fully Operational,4.9
DEPT0444,Rheumatology,Coimbatore,Dr. Ramesh Krishnan,47,22,25,8,3,13,25,13,Floor 5,Block B,1231398,2213686,No,38,Fully Operational,4.7
DEPT0445,Neurology,Thanjavur,Dr. Suresh Kumar,96,46,50,10,2,5,15,26,Floor 6,Block B,1037371,1737793,Yes,74,Fully Operational,4.8
DEPT0446,Radiology & Imaging,Chennai (Main),Dr. Sundar Rajesh,75,35,40,24,18,6,36,12,Floor 4,Block D,1312211,1616227,Yes,35,Fully Operational,4
DEPT0447,Radiology & Imaging,Erode,Dr. Vijay Kumar,60,55,5,19,15,20,34,15,Floor 3,Block A,310514,561823,Yes,83,Fully Operational,4.4
DEPT0448,Emergency & ICU,Chennai (Main),Dr. Saravanan Murugesan,116,36,80,17,9,7,44,10,Floor 7,Block Specialty Tower,493691,833535,No,49,Fully Operational,4.6
DEPT0449,Plastic Surgery,Vellore,Dr. Arun Murugesan,113,79,34,7,5,15,37,20,Floor 5,Block Specialty Tower,947601,1572966,Yes,81,Fully Operational,4.1
DEPT0450,Gynecology & Obstetrics,Salem,Dr. Senthil Murugesan,104,69,35,17,5,16,52,18,Floor 4,Block B,860113,1410301,Yes,61,Fully Operational,4.9
DEPT0451,Oncology,Thanjavur,Dr. Prabhu Swaminathan,70,64,6,12,11,6,52,22,Floor 3,Block C,1082533,1922928,Yes,24,Fully Operational,4.7
DEPT0452,Gynecology & Obstetrics,Vellore,Dr. Mani Raman,110,24,86,21,19,24,55,9,Floor 4,Block B,1062922,1409258,Yes,51,Fully Operational,4.6
DEPT0453,Pediatric Surgery,Chennai (Main),Dr. Aravind Raman,124,29,95,24,5,16,36,27,Floor 2,Block A,665837,1172750,Yes,69,Fully Operational,4.9
DEPT0454,Pediatric Surgery,Erode,Dr. Arun Swaminathan,77,74,3,20,12,23,49,18,Floor 5,Block Emergency Wing,1484592,1724037,Yes,37,Fully Operational,4.2
DEPT0455,Nephrology,Thanjavur,Dr. Sundar Ganesan,86,51,35,13,11,23,15,17,Floor 2,Block A,333734,472323,Yes,43,Under Maintenance,4.8
DEPT0456,Plastic Surgery,Tiruchirappalli,Dr. Aravind Subramanian,79,54,25,7,2,13,36,25,Floor 4,Block B,709898,822632,Yes,57,Fully Operational,4.2
DEPT0457,Pediatrics,Chennai (Main),Dr. Aravind Chandran,142,134,8,20,9,5,16,22,Floor 4,Block D,1464650,2641377,Yes,13,Fully Operational,4.7
DEPT0458,Emergency & ICU,Chennai (Adyar),Dr. Arun Swaminathan,72,67,5,22,10,7,53,17,Floor 1,Block B,465486,858813,Yes,31,Fully Operational,4.6
DEPT0459,Pediatric Surgery,Tirunelveli,Dr. Murugan Sundaram,130,114,16,9,8,6,23,24,Floor 1,Block C,1433243,1812829,Yes,50,Fully Operational,4.6
DEPT0460,Neurology,Madurai,Dr. Dinesh Venkatesh,65,45,20,19,5,20,36,19,Floor 3,Block Specialty Tower,1216094,2240648,Yes,10,Fully Operational,4.5
DEPT0461,Neurology,Madurai,Dr. Ganesh Balaji,144,43,101,17,2,6,53,17,Floor 6,Block D,477216,584391,Yes,24,Fully Operational,5
DEPT0462,Pulmonology,Chennai (Main),Dr. Anand Raman,52,23,29,14,13,14,46,10,Floor 5,Block C,1301040,2169656,Yes,30,Fully Operational,4.2
DEPT0463,Gynecology & Obstetrics,Chennai (Main),Dr. Prakash Subramanian,87,82,5,5,2,5,18,11,Floor 6,Block B,849656,1332540,No,83,Inspection Due,4.8
DEPT0464,Vascular Surgery,Salem,Dr. Mani Raman,133,75,58,13,2,12,27,22,Floor 5,Block D,576999,1041258,Yes,28,Fully Operational,4.6
DEPT0465,Rheumatology,Madurai,Dr. Siva Chandran,121,66,55,21,11,6,40,16,Floor 6,Block C,508542,733012,Yes,70,Fully Operational,4.9
DEPT0466,Pathology & Lab,Tirunelveli,Dr. Anand Natarajan,90,79,11,14,10,12,25,14,Floor 2,Block Specialty Tower,1466680,2669998,Yes,50,Fully Operational,4.7
DEPT0467,Endocrinology,Chennai (Adyar),Dr. Arun Swaminathan,112,37,75,16,4,13,27,28,Floor 6,Block B,1353498,1968357,Yes,63,Fully Operational,4.3
DEPT0468,Oncology,Chennai (Main),Dr. Prabhu Murugesan,94,13,81,6,3,14,25,21,Floor 6,Block D,1101680,1382145,Yes,50,Inspection Due,4.9
DEPT0469,Pathology & Lab,Chennai (Adyar),Dr. Anand Krishnan,70,67,3,11,3,23,22,15,Floor 7,Block C,874699,1037955,Yes,26,Under Maintenance,4.4
DEPT0470,Rheumatology,Tiruchirappalli,Dr. Prakash Subramanian,74,62,12,18,15,15,22,11,Floor 3,Block D,787335,959927,No,57,Fully Operational,4.2
DEPT0471,Plastic Surgery,Madurai,Dr. Prakash Rajesh,112,13,99,15,10,17,40,13,Floor 2,Block Emergency Wing,1302297,1615015,No,67,Fully Operational,4.4
DEPT0472,Vascular Surgery,Thanjavur,Dr. Prabhu Kumar,53,29,24,18,17,5,31,20,Floor 6,Block C,1253646,1459350,No,52,Fully Operational,4
DEPT0473,Gastroenterology,Madurai,Dr. Ashok Srinivasan,119,68,51,24,18,15,47,19,Floor 7,Block B,1456813,2596012,No,80,Fully Operational,4.1
DEPT0474,Gynecology & Obstetrics,Erode,Dr. Murugan Pandian,68,40,28,23,20,6,36,27,Floor 1,Block A,379944,661016,Yes,64,Fully Operational,4.8
DEPT0475,Vascular Surgery,Madurai,Dr. Dinesh Kumar,61,12,49,9,7,18,50,25,Floor 7,Block A,554289,991126,Yes,74,Fully Operational,4.2
DEPT0476,Ophthalmology,Tiruchirappalli,Dr. Ramesh Natarajan,96,24,72,6,4,9,26,27,Floor 5,Block C,1338457,1695470,Yes,32,Fully Operational,4.9
DEPT0477,Oncology,Coimbatore,Dr. Siva Kumar,77,74,3,21,20,13,27,15,Floor 7,Block Emergency Wing,860846,1014118,No,42,Fully Operational,4
